,Transporteur,Gare origine,Gare origine - code UIC,Destination,Gare destination - code UIC,Classe,Profil tarifaire,Prix minimum,Prix maximum
14732,TGV INOUI,GUINGAMP,87473207,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14733,TGV INOUI,LANNION,87473223,LAMBALLE,87473108,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14734,TGV INOUI,CARCASSONNE,87615286,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14736,TGV INOUI,CAEN,87444000,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14740,TGV INOUI,NIMES,87775007,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14742,TGV INOUI,LANNION,87473223,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14743,TGV INOUI,MACON VILLE,87725689,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
14744,TGV INOUI,LAVAL,87478404,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14749,TGV INOUI,BORDEAUX ST JEAN,87581009,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,21.0,21.0
14750,TGV INOUI,LANDRY,87741777,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14751,TGV INOUI,LANDRY,87741777,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14752,TGV INOUI,MACON VILLE,87725689,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14753,TGV INOUI,AIME LA PLAGNE,87741769,LISIEUX,87444265,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14754,TGV INOUI,LAVAL,87478404,BREST,87474007,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14756,TGV INOUI,LANNION,87473223,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14758,TGV INOUI,LOURDES,87671339,TARBES,87671008,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
14760,TGV INOUI,ST BRIEUC,87473009,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14761,TGV INOUI,PERPIGNAN,87784009,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14763,TGV INOUI,LAVAL,87478404,GUINGAMP,87473207,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14764,TGV INOUI,ANGOULEME,87583005,LA TESTE,87582643,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14765,TGV INOUI,LE MANS,87396002,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14766,TGV INOUI,MODANE,87742007,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14768,TGV INOUI,LE HAVRE,87413013,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14769,TGV INOUI,MORLAIX,87474338,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14770,TGV INOUI,ANGOULEME,87583005,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
14772,TGV INOUI,BOURG ST MAURICE,87741793,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14776,TGV INOUI,DIJON VILLE,87713040,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14777,TGV INOUI,CAEN,87444000,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14780,TGV INOUI,LE HAVRE,87413013,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14782,TGV INOUI,DAX,87673202,PAU,87672006,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14783,TGV INOUI,ROUEN RIVE DROITE,87411017,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14785,TGV INOUI,ANGOULEME,87583005,ORTHEZ,87672253,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14789,TGV INOUI,PLOUARET TREGOR,87473181,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14792,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14802,TGV INOUI,MORLAIX,87474338,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14804,TGV INOUI,MODANE,87742007,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14805,TGV INOUI,LAVAL,87478404,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14806,TGV INOUI,DIJON VILLE,87713040,CANNES,87757625,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14807,TGV INOUI,RENNES,87471003,ROSPORDEN,87474155,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14808,TGV INOUI,LANDRY,87741777,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14810,TGV INOUI,CLUSES  74,87746370,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14812,TGV INOUI,CARCASSONNE,87615286,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14813,TGV INOUI,CHERBOURG,87444877,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14815,TGV INOUI,DIJON VILLE,87713040,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14816,TGV INOUI,LE MANS,87396002,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14817,TGV INOUI,DOL DE BRETAGNE,87478073,ST MALO,87478107,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14818,TGV INOUI,CLUSES  74,87746370,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14819,TGV INOUI,CARENTAN,87447243,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14820,TGV INOUI,MORLAIX,87474338,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14821,TGV INOUI,DOLE VILLE,87713412,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14822,TGV INOUI,DOL DE BRETAGNE,87478073,VITRE,87471508,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14823,TGV INOUI,LAMBALLE,87473108,PLOUARET TREGOR,87473181,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14825,TGV INOUI,GUINGAMP,87473207,LAMBALLE,87473108,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14827,TGV INOUI,CARCASSONNE,87615286,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14828,TGV INOUI,LES SABLES D'OLONNE,87486449,SABLE SUR SARTHE,87396408,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14830,TGV INOUI,DIJON VILLE,87713040,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14832,TGV INOUI,BOURG ST MAURICE,87741793,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14834,TGV INOUI,LE HAVRE,87413013,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14835,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14836,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,1.0,1.0
14837,TGV INOUI,MORLAIX,87474338,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14841,TGV INOUI,LAVAL,87478404,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14842,TGV INOUI,LYON PERRACHE,87722025,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
14843,TGV INOUI,BOURG ST MAURICE,87741793,BERNAY,87444299,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14846,TGV INOUI,LANDRY,87741777,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14847,TGV INOUI,RENNES,87471003,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14849,TGV INOUI,RENNES,87471003,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14850,TGV INOUI,LORIENT,87476002,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14851,TGV INOUI,ST ETIENNE CHATEAUCREUX,87726000,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
14852,TGV INOUI,GUINGAMP,87473207,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14853,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,GUINGAMP,87473207,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14855,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,BERNAY,87444299,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14857,TGV INOUI,BESANCON VIOTTE,87718007,MONTBARD,87713131,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14861,TGV INOUI,VANNES,87476606,VITRE,87471508,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14862,TGV INOUI,NANTES,87481002,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14863,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14867,TGV INOUI,BREST,87474007,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14868,TGV INOUI,LORIENT,87476002,ROSPORDEN,87474155,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14871,TGV INOUI,VANNES,87476606,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14873,TGV INOUI,MODANE,87742007,GUINGAMP,87473207,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14876,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14877,TGV INOUI,AIME LA PLAGNE,87741769,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14878,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14881,TGV INOUI,PARIS GARE DE LYON,87686006,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14884,TGV INOUI,PARIS GARE DE LYON,87686006,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
14885,TGV INOUI,RENNES,87471003,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14888,TGV INOUI,ROSPORDEN,87474155,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14890,TGV INOUI,PARIS GARE DE LYON,87686006,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14892,TGV INOUI,NANTES,87481002,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14895,TGV INOUI,BOURG ST MAURICE,87741793,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14896,TGV INOUI,PARIS GARE DE LYON,87686006,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
14898,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14899,TGV INOUI,MACON VILLE,87725689,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14900,TGV INOUI,GUINGAMP,87473207,PLOUARET TREGOR,87473181,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14904,TGV INOUI,NANTES,87481002,ST NAZAIRE,87481705,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14907,TGV INOUI,NANTES,87481002,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14909,TGV INOUI,CARENTAN,87447243,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14910,TGV INOUI,AIME LA PLAGNE,87741769,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14911,TGV INOUI,TOULON,87755009,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14913,TGV INOUI,LORIENT,87476002,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14914,TGV INOUI,ANTIBES,87757674,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14916,TGV INOUI,LYON PART DIEU,87723197,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
14918,TGV INOUI,MORLAIX,87474338,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14919,TGV INOUI,ROSPORDEN,87474155,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14920,TGV INOUI,BEZIERS,87781005,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,1.0,1.0
14921,TGV INOUI,GUINGAMP,87473207,CLUSES  74,87746370,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14924,TGV INOUI,BREST,87474007,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14928,TGV INOUI,PLOUARET TREGOR,87473181,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14929,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14931,TGV INOUI,LORIENT,87476002,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14932,TGV INOUI,LYON PART DIEU,87723197,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14937,TGV INOUI,LAVAL,87478404,GRENOBLE,87747006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14938,TGV INOUI,MODANE,87742007,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
14939,TGV INOUI,MORLAIX,87474338,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14941,TGV INOUI,NICE VILLE,87756056,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14946,TGV INOUI,LE CROISIC,87481788,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14947,TGV INOUI,DOLE VILLE,87713412,MONTBARD,87713131,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14949,TGV INOUI,LAVAL,87478404,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
14950,TGV INOUI,LYON PART DIEU,87723197,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
14956,TGV INOUI,LYON PERRACHE,87722025,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14957,TGV INOUI,BREST,87474007,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14961,TGV INOUI,LANDRY,87741777,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14962,TGV INOUI,MACON VILLE,87725689,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14963,TGV INOUI,LORIENT,87476002,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
14965,TGV INOUI,MACON LOCHE TGV,87725705,ORANGE,87765107,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
14966,TGV INOUI,ST AVRE LA CHAMBRE,87741306,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14967,TGV INOUI,ANGERS ST LAUD,87484006,LES SABLES D'OLONNE,87486449,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14968,TGV INOUI,DIJON VILLE,87713040,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
14969,TGV INOUI,NIMES,87775007,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14971,TGV INOUI,NIMES,87775007,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14973,TGV INOUI,QUIMPER,87474098,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14974,TGV INOUI,LANDRY,87741777,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14975,TGV INOUI,AIME LA PLAGNE,87741769,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14978,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
14980,TGV INOUI,NIMES,87775007,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
14981,TGV INOUI,BREST,87474007,LAMBALLE,87473108,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14982,TGV INOUI,LORIENT,87476002,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14983,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,AIX LES BAINS LE REVARD,87741132,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
14984,TGV INOUI,VANNES,87476606,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14985,TGV INOUI,LA ROCHELLE VILLE,87485003,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14990,TGV INOUI,LORIENT,87476002,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
14992,TGV INOUI,ANNECY,87746008,AIX LES BAINS LE REVARD,87741132,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
14993,TGV INOUI,LA BAULE ESCOUBLAC,87481754,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
14995,TGV INOUI,TOULON,87755009,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
14999,TGV INOUI,RENNES,87471003,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15004,TGV INOUI,AIME LA PLAGNE,87741769,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15006,TGV INOUI,LAVAL,87478404,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15008,TGV INOUI,CLUSES  74,87746370,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15010,TGV INOUI,CLUSES  74,87746370,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15013,TGV INOUI,MARSEILLE ST CHARLES,87751008,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15015,TGV INOUI,LES SABLES D'OLONNE,87486449,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15016,TGV INOUI,MARSEILLE ST CHARLES,87751008,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15019,TGV INOUI,BEZIERS,87781005,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15022,TGV INOUI,NIMES,87775007,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15026,TGV INOUI,LAMBALLE,87473108,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15027,TGV INOUI,ALBERTVILLE,87741645,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15030,TGV INOUI,VENDOME VILLIERS SUR LOIR,87571216,NIORT,87485300,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
15031,TGV INOUI,PERPIGNAN,87784009,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15033,TGV INOUI,SAUMUR,87487603,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15038,TGV INOUI,LORIENT,87476002,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15042,TGV INOUI,ANGERS ST LAUD,87484006,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15043,TGV INOUI,AIME LA PLAGNE,87741769,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15046,TGV INOUI,MARSEILLE ST CHARLES,87751008,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15047,TGV INOUI,BREST,87474007,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
15049,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15050,TGV INOUI,LAVAL,87478404,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15053,TGV INOUI,LAVAL,87478404,MODANE,87742007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15054,TGV INOUI,NIORT,87485300,CHATELLERAULT,87575142,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15055,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15056,TGV INOUI,GUINGAMP,87473207,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15057,TGV INOUI,SURGERES,87485227,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15058,TGV INOUI,CANNES,87757625,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15060,TGV INOUI,LAVAL,87478404,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15065,TGV INOUI,LAVAL,87478404,QUIMPERLE,87476317,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15070,TGV INOUI,CANNES,87757625,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15071,TGV INOUI,LAVAL,87478404,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15072,TGV INOUI,LAVAL,87478404,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
15073,TGV INOUI,NICE VILLE,87756056,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15074,TGV INOUI,ANGERS ST LAUD,87484006,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
15078,TGV INOUI,SAUMUR,87487603,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15080,TGV INOUI,CLUSES  74,87746370,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15083,TGV INOUI,ANGERS ST LAUD,87484006,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15085,TGV INOUI,MACON VILLE,87725689,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15087,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15088,TGV INOUI,EVIAN LES BAINS,87745679,THONON LES BAINS,87745646,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15089,TGV INOUI,NANTES,87481002,LA ROCHE SUR YON,87486019,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15090,TGV INOUI,LOURDES,87671339,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15091,TGV INOUI,MIRAMAS,87753004,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15092,TGV INOUI,LAVAL,87478404,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15093,TGV INOUI,QUIMPERLE,87476317,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15094,TGV INOUI,AVIGNON CENTRE,87765008,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15095,TGV INOUI,ANGERS ST LAUD,87484006,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15096,TGV INOUI,SAUMUR,87487603,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15099,TGV INOUI,LA ROCHELLE VILLE,87485003,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15102,TGV INOUI,NANTES,87481002,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15106,TGV INOUI,GRENOBLE,87747006,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
15111,TGV INOUI,ANGERS ST LAUD,87484006,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15112,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
15113,TGV INOUI,ST GERVAIS LES BAINS LE FAYET,87746479,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15116,TGV INOUI,SURGERES,87485227,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
15117,TGV INOUI,PORNICHET,87481747,LA BAULE ESCOUBLAC,87481754,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15122,TGV INOUI,VENDOME VILLIERS SUR LOIR,87571216,LA ROCHELLE VILLE,87485003,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
