,Transporteur,Gare origine,Gare origine - code UIC,Destination,Gare destination - code UIC,Classe,Profil tarifaire,Prix minimum,Prix maximum
11358,TGV INOUI,ST BRIEUC,87473009,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11366,TGV INOUI,QUIMPER,87474098,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11374,TGV INOUI,QUIMPERLE,87476317,ROSPORDEN,87474155,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
11390,TGV INOUI,GUINGAMP,87473207,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11394,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11398,TGV INOUI,RENNES,87471003,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11402,TGV INOUI,LORIENT,87476002,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11410,TGV INOUI,BREST,87474007,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11414,TGV INOUI,QUIMPER,87474098,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11418,TGV INOUI,QUIMPERLE,87476317,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
11422,TGV INOUI,VALOGNES,87447284,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11426,TGV INOUI,BREST,87474007,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11430,TGV INOUI,ST MALO,87478107,VITRE,87471508,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11434,TGV INOUI,LAVAL,87478404,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11450,TGV INOUI,CLUSES  74,87746370,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11466,TGV INOUI,GUINGAMP,87473207,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11474,TGV INOUI,RENNES,87471003,ST MALO,87478107,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11476,TGV INOUI,AVIGNON TGV,87318964,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11480,TGV INOUI,CLUSES  74,87746370,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11490,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11496,TGV INOUI,ANGERS ST LAUD,87484006,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
11498,TGV INOUI,MORLAIX,87474338,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11500,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11506,TGV INOUI,LAVAL,87478404,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11508,TGV INOUI,MODANE,87742007,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
11510,TGV INOUI,QUIMPER,87474098,AURAY,87476200,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11514,TGV INOUI,RENNES,87471003,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
11516,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11518,TGV INOUI,BREST,87474007,CLUSES  74,87746370,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11522,TGV INOUI,ST AVRE LA CHAMBRE,87741306,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11524,TGV INOUI,MEUSE TGV,87147322,NANCY,87141002,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
11526,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11528,TGV INOUI,COLMAR,87182014,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
11530,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
11532,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11540,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
11542,TGV INOUI,VANNES,87476606,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11544,TGV INOUI,PARIS EST,87113001,REIMS,87171009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11546,TGV INOUI,LAVAL,87478404,ST MALO,87478107,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11548,TGV INOUI,LORRAINE TGV,87142109,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11550,TGV INOUI,GUINGAMP,87473207,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11552,TGV INOUI,NANCY,87141002,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11556,TGV INOUI,NANCY,87141002,SARREBOURG,87215012,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11564,TGV INOUI,PARIS EST,87113001,SEDAN,87172254,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11570,TGV INOUI,ANGERS ST LAUD,87484006,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11572,TGV INOUI,PARIS EST,87113001,CHALONS EN CHAMPAGNE,87174003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11574,TGV INOUI,MODANE,87742007,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11576,TGV INOUI,MASSY TGV,87393702,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
11582,TGV INOUI,LE POULIGUEN,87481762,LA BAULE ESCOUBLAC,87481754,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
11584,TGV INOUI,NANCY,87141002,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11588,TGV INOUI,ANGOULEME,87583005,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11590,TGV INOUI,ANGERS ST LAUD,87484006,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11596,TGV INOUI,LYON PART DIEU,87723197,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
11598,TGV INOUI,GUINGAMP,87473207,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11602,TGV INOUI,ST AVRE LA CHAMBRE,87741306,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11612,TGV INOUI,NANCY,87141002,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11614,TGV INOUI,NANTES,87481002,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11616,TGV INOUI,LANDRY,87741777,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11618,TGV INOUI,LAVAL,87478404,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11620,TGV INOUI,COLMAR,87182014,LORRAINE TGV,87142109,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
11624,TGV INOUI,LORRAINE TGV,87142109,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11628,TGV INOUI,MEUSE TGV,87147322,LUNEVILLE,87141150,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
11632,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11634,TGV INOUI,ANGERS ST LAUD,87484006,LE CROISIC,87481788,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11636,TGV INOUI,ANGERS ST LAUD,87484006,LORRAINE TGV,87142109,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11640,TGV INOUI,EPINAL,87144006,REMIREMONT,87144451,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
11646,TGV INOUI,ANGERS ST LAUD,87484006,LA BAULE ESCOUBLAC,87481754,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11648,TGV INOUI,MEUSE TGV,87147322,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
11650,TGV INOUI,ANGERS ST LAUD,87484006,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11656,TGV INOUI,LORRAINE TGV,87142109,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11660,TGV INOUI,PARIS NORD,87271007,ST DIE DES VOSGES,87144014,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
11662,TGV INOUI,SURGERES,87485227,LA ROCHELLE VILLE,87485003,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
11664,TGV INOUI,LE MANS,87396002,MEUSE TGV,87147322,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
11666,TGV INOUI,LAVAL,87478404,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11670,TGV INOUI,ORTHEZ,87672253,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11676,TGV INOUI,PARIS EST,87113001,SARREBOURG,87215012,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
11678,TGV INOUI,NIORT,87485300,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11680,TGV INOUI,COLMAR,87182014,CHAMPAGNE-ARDENNE,87171926,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
11682,TGV INOUI,PARIS AUSTERLITZ,87547000,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11686,TGV INOUI,ANGERS ST LAUD,87484006,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11690,TGV INOUI,VANNES,87476606,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11692,TGV INOUI,MASSY TGV,87393702,MEUSE TGV,87147322,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
11694,TGV INOUI,ANGERS ST LAUD,87484006,MODANE,87742007,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11696,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11698,TGV INOUI,LA TESTE,87582643,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11700,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,REIMS,87171009,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
11704,TGV INOUI,COLMAR,87182014,SELESTAT,87214056,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
11708,TGV INOUI,LE MANS,87396002,CHAMPAGNE-ARDENNE,87171926,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11716,TGV INOUI,PARIS NORD,87271007,CHALONS EN CHAMPAGNE,87174003,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
11722,TGV INOUI,BORDEAUX ST JEAN,87581009,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11726,TGV INOUI,NIORT,87485300,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11728,TGV INOUI,PARIS NORD,87271007,REMIREMONT,87144451,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
11730,TGV INOUI,ANGERS ST LAUD,87484006,ST AVRE LA CHAMBRE,87741306,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11734,TGV INOUI,SURGERES,87485227,ST MAIXENT DEUX SEVRES,87485490,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11738,TGV INOUI,LAVAL,87478404,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11740,TGV INOUI,COLMAR,87182014,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11742,TGV INOUI,LE POULIGUEN,87481762,LE CROISIC,87481788,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
11744,TGV INOUI,COLMAR,87182014,MACON VILLE,87725689,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
11746,TGV INOUI,POITIERS,87575001,ARCACHON,87582668,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11752,TGV INOUI,COLMAR,87182014,AIX EN PROVENCE TGV,87319012,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11754,TGV INOUI,MARSEILLE ST CHARLES,87751008,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11758,TGV INOUI,DAX,87673202,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11770,TGV INOUI,NIORT,87485300,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
11775,TGV INOUI,CHATELLERAULT,87575142,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11780,TGV INOUI,SAUMUR,87487603,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
11792,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11795,TGV INOUI,NANTES,87481002,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11800,TGV INOUI,ANCENIS,87481192,ST NAZAIRE,87481705,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11807,TGV INOUI,MULHOUSE VILLE,87182063,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11810,TGV INOUI,NIMES,87775007,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11812,TGV INOUI,MULHOUSE VILLE,87182063,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11817,TGV INOUI,MULHOUSE VILLE,87182063,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11830,TGV INOUI,PAU,87672006,BORDEAUX ST JEAN,87581009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11832,TGV INOUI,MARSEILLE ST CHARLES,87751008,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11835,TGV INOUI,BORDEAUX ST JEAN,87581009,VENDOME VILLIERS SUR LOIR,87571216,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11837,TGV INOUI,COLMAR,87182014,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11842,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11847,TGV INOUI,MULHOUSE VILLE,87182063,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11852,TGV INOUI,COLMAR,87182014,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11857,TGV INOUI,COLMAR,87182014,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11867,TGV INOUI,MEUSE TGV,87147322,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11882,TGV INOUI,DIJON VILLE,87713040,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11885,TGV INOUI,LES SABLES D'OLONNE,87486449,LA ROCHE SUR YON,87486019,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
11887,TGV INOUI,LYON PERRACHE,87722025,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
11892,TGV INOUI,METZ VILLE,87192039,MACON VILLE,87725689,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11895,TGV INOUI,BIARRITZ,87673400,BORDEAUX ST JEAN,87581009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11900,TGV INOUI,BORDEAUX ST JEAN,87581009,ARCACHON,87582668,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11902,TGV INOUI,MULHOUSE VILLE,87182063,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11905,TGV INOUI,LANDRY,87741777,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11920,TGV INOUI,BORDEAUX ST JEAN,87581009,MONTAUBAN VILLE BOURBON,87611244,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11922,TGV INOUI,STRASBOURG,87212027,SAVERNE,87212225,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
11927,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
11932,TGV INOUI,METZ VILLE,87192039,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
11945,TGV INOUI,BOURG ST MAURICE,87741793,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11952,TGV INOUI,METZ VILLE,87192039,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
11957,TGV INOUI,STRASBOURG,87212027,LIBOURNE,87584052,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
11960,TGV INOUI,LYON PERRACHE,87722025,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
11962,TGV INOUI,STRASBOURG,87212027,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
11965,TGV INOUI,VENDOME VILLIERS SUR LOIR,87571216,CHATELLERAULT,87575142,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
11970,TGV INOUI,BORDEAUX ST JEAN,87581009,LOURDES,87671339,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
11972,TGV INOUI,STRASBOURG,87212027,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
11980,TGV INOUI,POITIERS,87575001,BAYONNE,87673004,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
11985,TGV INOUI,PARIS GARE DE LYON,87686006,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
11990,TGV INOUI,HENDAYE,87677005,BAYONNE,87673004,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12000,TGV INOUI,ARLES,87753657,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12005,TGV INOUI,HENDAYE,87677005,ST JEAN DE LUZ CIBOURE,87677120,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12012,TGV INOUI,STRASBOURG,87212027,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12015,TGV INOUI,AGEN,87586008,MONTAUBAN VILLE BOURBON,87611244,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12020,TGV INOUI,CHATELLERAULT,87575142,LIBOURNE,87584052,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
12022,TGV INOUI,BEZIERS,87781005,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
12027,TGV INOUI,BORDEAUX ST JEAN,87581009,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12030,TGV INOUI,MIRAMAS,87753004,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12032,TGV INOUI,ETAPLES LE TOUQUET,87317065,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12037,TGV INOUI,RANG DU FLIERS VERTON,87317057,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12040,TGV INOUI,PARIS GARE DE LYON,87686006,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12047,TGV INOUI,PARIS NORD,87271007,SELESTAT,87214056,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12050,TGV INOUI,BEZIERS,87781005,CARCASSONNE,87615286,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12052,TGV INOUI,LILLE EUROPE,87223263,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12057,TGV INOUI,LILLE EUROPE,87223263,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12067,TGV INOUI,RANG DU FLIERS VERTON,87317057,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12077,TGV INOUI,METZ VILLE,87192039,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12082,TGV INOUI,STRASBOURG,87212027,LE MANS,87396002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12087,TGV INOUI,LILLE EUROPE,87223263,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12092,TGV INOUI,PARIS NORD,87271007,BETHUNE,87342006,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12097,TGV INOUI,ANGERS ST LAUD,87484006,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12110,TGV INOUI,PARIS GARE DE LYON,87686006,THONON LES BAINS,87745646,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12112,TGV INOUI,LILLE EUROPE,87223263,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12127,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12130,TGV INOUI,PARIS GARE DE LYON,87686006,ANNEMASSE,87745497,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12135,TGV INOUI,LYON PERRACHE,87722025,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12140,TGV INOUI,MONTAUBAN VILLE BOURBON,87611244,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12145,TGV INOUI,SETE,87773200,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12150,TGV INOUI,BEZIERS,87781005,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12152,TGV INOUI,PARIS NORD,87271007,VALENCIENNES,87343004,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12155,TGV INOUI,LYON PERRACHE,87722025,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
12160,TGV INOUI,MACON VILLE,87725689,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12162,TGV INOUI,AIX EN PROVENCE TGV,87319012,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12167,TGV INOUI,LILLE EUROPE,87223263,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
12172,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
12180,TGV INOUI,LYON PART DIEU,87723197,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12182,TGV INOUI,LANDRY,87741777,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12187,TGV INOUI,HAZEBROUCK,87286302,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12190,TGV INOUI,DIJON VILLE,87713040,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12192,TGV INOUI,LYON PERRACHE,87722025,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12197,TGV INOUI,LILLE EUROPE,87223263,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12202,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,ANNEMASSE,87745497,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12212,TGV INOUI,LILLE EUROPE,87223263,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12215,TGV INOUI,LYON PART DIEU,87723197,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
12217,TGV INOUI,LILLE FLANDRES,87286005,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12225,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
12235,TGV INOUI,DIJON VILLE,87713040,BESANCON VIOTTE,87718007,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12240,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12242,TGV INOUI,NICE VILLE,87756056,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12245,TGV INOUI,PARIS GARE DE LYON,87686006,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12250,TGV INOUI,DIJON VILLE,87713040,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12252,TGV INOUI,ST AVRE LA CHAMBRE,87741306,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12260,TGV INOUI,MACON VILLE,87725689,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
