Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;BAYEUX;87444067;LISIEUX;87444265;1;Tarif Normal;8.0;27.5
TGV INOUI;LA TESTE;87582643;ARCACHON;87582668;1;Tarif Réglementé;3.8;3.8
TGV INOUI;BOURG ST MAURICE;87741793;ROUEN RIVE DROITE;87411017;1;Tarif Normal;31.0;186.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Réglementé;29.0;37.0
TGV INOUI;NANTES;87481002;RENNES;87471003;2;Tarif Normal;13.0;31.0
TGV INOUI;PAU;87672006;LOURDES;87671339;1;Tarif Normal;6.0;21.0
TGV INOUI;MODANE;87742007;ST BRIEUC;87473009;2;Tarif Réglementé;122.7;142.0
TGV INOUI;ARCACHON;87582668;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;106.0;106.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST BRIEUC;87473009;1;Tarif Normal;36.0;205.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;NIMES - MANDUEL;87688762;1;Tarif Normal;31.0;193.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;REDON;87471300;1;Tarif Réglementé;193.0;193.0
TGV INOUI;ANGOULEME;87583005;LOURDES;87671339;1;Tarif Normal;29.0;98.0
TGV INOUI;CLUSES  74;87746370;ST BRIEUC;87473009;1;Tarif Normal;36.0;205.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;31.0;175.0
TGV INOUI;ANNEMASSE;87745497;REDON;87471300;2;Tarif Normal;30.0;143.0
TGV INOUI;HENDAYE;87677005;MORCENX;87673103;1;Tarif Normal;10.0;34.0
TGV INOUI;CLUSES  74;87746370;REDON;87471300;1;Tarif Normal;36.0;205.0
TGV INOUI;PARIS AUSTERLITZ;87547000;ST PIERRE DES CORPS;87571240;2;Tarif Normal;15.0;71.0
TGV INOUI;BREAUTE BEUZEVILLE;87413344;YVETOT;87413385;1;Tarif Normal;11.0;15.5
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;25.0;125.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;RENNES;87471003;2;Tarif Réglementé;113.3;137.0
TGV INOUI;BIARRITZ;87673400;BAYONNE;87673004;1;Tarif Réglementé;6.5;6.5
TGV INOUI;GUINGAMP;87473207;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;36.0;205.0
TGV INOUI;BORDEAUX ST JEAN;87581009;AIME LA PLAGNE;87741769;1;Tarif Normal;36.0;243.0
TGV INOUI;LANDRY;87741777;LISIEUX;87444265;1;Tarif Normal;31.0;192.0
TGV INOUI;HENDAYE;87677005;BAYONNE;87673004;1;Tarif Réglementé;13.0;13.0
TGV INOUI;CHERBOURG;87444877;AIME LA PLAGNE;87741769;2;Tarif Normal;25.0;141.0
TGV INOUI;CARCASSONNE;87615286;LYON PERRACHE;87722025;2;Tarif Réglementé;67.6;82.0
TGV INOUI;ROSPORDEN;87474155;VITRE;87471508;2;Tarif Normal;20.0;45.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LA TESTE;87582643;1;Tarif Normal;20.0;24.5
TGV INOUI;RENNES;87471003;VALENCE VILLE;87761007;1;Tarif Normal;31.0;177.0
TGV INOUI;PARIS AUSTERLITZ;87547000;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;31.0;200.0
TGV INOUI;LAMBALLE;87473108;LANDERNEAU;87474239;1;Tarif Réglementé;45.0;45.0
TGV INOUI;DAX;87673202;CHATELLERAULT;87575142;2;Tarif Normal;25.0;63.0
TGV INOUI;RENNES;87471003;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;30.0;145.0
TGV INOUI;BOURG ST MAURICE;87741793;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;109.2;130.0
TGV INOUI;LORIENT;87476002;VITRE;87471508;1;Tarif Normal;22.0;66.0
TGV INOUI;GRENOBLE;87747006;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.0;115.0
TGV INOUI;LANDERNEAU;87474239;VITRE;87471508;2;Tarif Normal;20.0;44.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31.0;190.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;ST BRIEUC;87473009;1;Tarif Normal;36.0;205.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;VIERZON VILLE;87576009;2;Tarif Normal;15.0;48.0
TGV INOUI;ALBERTVILLE;87741645;BERNAY;87444299;1;Tarif Normal;31.0;184.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31.0;195.0
TGV INOUI;ROUEN RIVE DROITE;87411017;ALBERTVILLE;87741645;2;Tarif Normal;25.0;136.0
TGV INOUI;DAX;87673202;BORDEAUX ST JEAN;87581009;1;Tarif Réglementé;44.0;44.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;GUINGAMP;87473207;2;Tarif Normal;30.0;154.0
TGV INOUI;FONTAINEBLEAU AVON;87682211;LYON PART DIEU;87723197;1;Tarif Normal;29.0;142.0
TGV INOUI;LAVAL;87478404;VITRE;87471508;1;Tarif Normal;14.0;20.5
TGV INOUI;BORDEAUX ST JEAN;87581009;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;25.0;119.0
TGV INOUI;CARENTAN;87447243;MANTES LA JOLIE TGV;87514596;1;Tarif Normal;24.0;92.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;CHATELLERAULT;87575142;2;Tarif Réglementé;28.0;31.0
TGV INOUI;CHERBOURG;87444877;LANDRY;87741777;1;Tarif Normal;31.0;192.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;LYON PART DIEU;87723197;2;Tarif Normal;25.0;95.0
TGV INOUI;VANNES;87476606;REDON;87471300;1;Tarif Réglementé;21.5;21.5
TGV INOUI;BORDEAUX ST JEAN;87581009;NIMES;87775007;2;Tarif Normal;20.0;78.0
TGV INOUI;BREST;87474007;MORLAIX;87474338;1;Tarif Normal;12.0;27.0
TGV INOUI;POITIERS;87575001;ST PIERRE DES CORPS;87571240;1;Tarif Normal;14.0;45.0
TGV INOUI;BREST;87474007;RENNES;87471003;2;Tarif Réglementé;35.0;44.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;TOULOUSE MATABIAU;87611004;1;Tarif Normal;24.0;128.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ST BRIEUC;87473009;2;Tarif Normal;30.0;154.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ORTHEZ;87672253;1;Tarif Réglementé;53.0;53.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;ST BRIEUC;87473009;1;Tarif Réglementé;193.0;193.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;17.0;79.0
TGV INOUI;CAEN;87444000;MANTES LA JOLIE TGV;87514596;1;Tarif Normal;17.0;55.0
TGV INOUI;ANGOULEME;87583005;LYON PERRACHE;87722025;1;Tarif Normal;31.0;182.0
TGV INOUI;BREST;87474007;VITRE;87471508;2;Tarif Normal;20.0;46.0
TGV INOUI;FACTURE BIGANOS;87582478;POITIERS;87575001;1;Tarif Réglementé;78.0;78.0
TGV INOUI;LAMBALLE;87473108;RENNES;87471003;2;Tarif Réglementé;14.0;18.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;181.0;181.0
TGV INOUI;AIME LA PLAGNE;87741769;ST BRIEUC;87473009;2;Tarif Normal;30.0;154.0
TGV INOUI;AGDE;87781278;TOULOUSE MATABIAU;87611004;2;Tarif Normal;15.0;37.0
TGV INOUI;AIME LA PLAGNE;87741769;REDON;87471300;1;Tarif Normal;36.0;196.0
TGV INOUI;RUFFEC CHARENTE;87583849;ST PIERRE DES CORPS;87571240;2;Tarif Normal;14.0;31.0
TGV INOUI;ANNECY;87746008;ST BRIEUC;87473009;2;Tarif Normal;30.0;137.0
TGV INOUI;PAU;87672006;POITIERS;87575001;2;Tarif Normal;25.0;69.0
TGV INOUI;LAVAL;87478404;RENNES;87471003;1;Tarif Normal;10.0;32.0
TGV INOUI;CASTELNAUDARY;87615039;TOULOUSE MATABIAU;87611004;2;Tarif Normal;6.0;14.100000000000001
TGV INOUI;ROSPORDEN;87474155;QUIMPER;87474098;2;Tarif Réglementé;6.5;6.5
TGV INOUI;CARCASSONNE;87615286;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;44.0;44.0
TGV INOUI;BOURG ST MAURICE;87741793;QUIMPER;87474098;1;Tarif Normal;36.0;220.0
TGV INOUI;MACON VILLE;87725689;TOULOUSE MATABIAU;87611004;2;Tarif Normal;25.0;98.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;QUIMPER;87474098;1;Tarif Normal;36.0;220.0
TGV INOUI;VENDOME;87574558;LIBOURNE;87584052;2;Tarif Normal;20.0;66.0
TGV INOUI;MORLAIX;87474338;RENNES;87471003;2;Tarif Réglementé;29.0;37.0
TGV INOUI;ST JEAN DE LUZ CIBOURE;87677120;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.0;82.0
TGV INOUI;LISON;87447219;BOURG ST MAURICE;87741793;1;Tarif Normal;31.0;192.0
TGV INOUI;LA TESTE;87582643;LIBOURNE;87584052;2;Tarif Normal;9.0;20.5
TGV INOUI;GUINGAMP;87473207;PLOUARET TREGOR;87473181;1;Tarif Réglementé;11.5;11.5
TGV INOUI;CARCASSONNE;87615286;BEAUNE;87713545;2;Tarif Normal;25.0;85.0
TGV INOUI;PLOUARET TREGOR;87473181;LANDERNEAU;87474239;1;Tarif Réglementé;23.0;23.0
TGV INOUI;PAU;87672006;FACTURE BIGANOS;87582478;2;Tarif Normal;15.0;36.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LISIEUX;87444265;2;Tarif Réglementé;109.2;130.0
TGV INOUI;AGEN;87586008;BEAUNE;87713545;1;Tarif Normal;31.0;184.0
TGV INOUI;LAMBALLE;87473108;ST BRIEUC;87473009;2;Tarif Réglementé;6.6;6.6
TGV INOUI;MARSEILLE ST CHARLES;87751008;PARIS GARE DE LYON;87686006;2;Tarif Normal;25.0;131.0
TGV INOUI;BAYEUX;87444067;CARENTAN;87447243;1;Tarif Normal;7.0;27.5
TGV INOUI;POITIERS;87575001;AIME LA PLAGNE;87741769;1;Tarif Réglementé;180.0;180.0
TGV INOUI;PARIS AUSTERLITZ;87547000;RENNES;87471003;2;Tarif Normal;20.0;97.0
TGV INOUI;ANGOULEME;87583005;TARBES;87671008;2;Tarif Réglementé;50.0;63.0
TGV INOUI;GUINGAMP;87473207;ST BRIEUC;87473009;2;Tarif Normal;9.0;9.5
TGV INOUI;SETE;87773200;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;59.0;59.0
TGV INOUI;LANDRY;87741777;QUIMPER;87474098;1;Tarif Normal;36.0;220.0
TGV INOUI;ARCACHON;87582668;LIBOURNE;87584052;1;Tarif Normal;11.0;35.0
TGV INOUI;LANNION;87473223;ST BRIEUC;87473009;1;Tarif Normal;15.0;29.0
TGV INOUI;FACTURE BIGANOS;87582478;MORCENX;87673103;2;Tarif Normal;8.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;RENNES;87471003;1;Tarif Normal;56.0;197.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;166.0;166.0
TGV INOUI;QUIMPER;87474098;VANNES;87476606;1;Tarif Réglementé;38.0;38.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;177.0
TGV INOUI;MODANE;87742007;ST BRIEUC;87473009;2;Tarif Normal;30.0;154.0
TGV INOUI;ANGOULEME;87583005;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Réglementé;42.0;53.0
TGV INOUI;LANDRY;87741777;RENNES;87471003;2;Tarif Normal;25.0;149.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;163.0;163.0
TGV INOUI;CAEN;87444000;AIME LA PLAGNE;87741769;1;Tarif Normal;31.0;192.0
TGV INOUI;PERPIGNAN;87784009;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;109.2;128.0
TGV INOUI;PARIS AUSTERLITZ;87547000;QUIMPER;87474098;1;Tarif Normal;26.0;167.0
TGV INOUI;ALBERTVILLE;87741645;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.0;130.0
TGV INOUI;GUINGAMP;87473207;LANDERNEAU;87474239;1;Tarif Réglementé;31.0;31.0
TGV INOUI;ORTHEZ;87672253;LIBOURNE;87584052;1;Tarif Normal;22.0;63.0
TGV INOUI;ANGERS ST LAUD;87484006;ST BRIEUC;87473009;2;Tarif Normal;25.0;54.0
TGV INOUI;PAU;87672006;ANGOULEME;87583005;1;Tarif Normal;29.0;97.0
TGV INOUI;ST BRIEUC;87473009;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;30.0;137.0
TGV INOUI;DIJON VILLE;87713040;BORDEAUX ST JEAN;87581009;2;Tarif Normal;30.0;141.0
TGV INOUI;RENNES;87471003;ST BRIEUC;87473009;2;Tarif Réglementé;18.0;23.0
TGV INOUI;CARCASSONNE;87615286;SETE;87773200;1;Tarif Réglementé;41.0;41.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;RENNES;87471003;1;Tarif Réglementé;203.0;203.0
TGV INOUI;BAYONNE;87673004;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Réglementé;10.8;10.8
TGV INOUI;ST BRIEUC;87473009;ALBERTVILLE;87741645;1;Tarif Normal;36.0;196.0
TGV INOUI;DIJON VILLE;87713040;AGEN;87586008;1;Tarif Normal;31.0;182.0
TGV INOUI;GUINGAMP;87473207;LANDRY;87741777;1;Tarif Réglementé;193.0;193.0
TGV INOUI;ANGOULEME;87583005;MORCENX;87673103;2;Tarif Normal;20.0;46.0
TGV INOUI;GUINGAMP;87473207;ANNEMASSE;87745497;1;Tarif Normal;36.0;196.0
TGV INOUI;LOURDES;87671339;CHATELLERAULT;87575142;2;Tarif Normal;25.0;73.0
TGV INOUI;QUIMPER;87474098;VANNES;87476606;1;Tarif Normal;20.0;45.0
TGV INOUI;PARIS GARE DE LYON;87686006;EVIAN LES BAINS;87745679;1;Tarif Réglementé;182.0;182.0
TGV INOUI;LAVAL;87478404;GUINGAMP;87473207;1;Tarif Réglementé;59.0;59.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;TOULOUSE MATABIAU;87611004;1;Tarif Normal;8.0;25.5
TGV INOUI;QUIMPER;87474098;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Normal;30.0;157.0
TGV INOUI;PARIS GARE DE LYON;87686006;ECOLE VALENTIN;87710731;1;Tarif Normal;38.0;119.0
TGV INOUI;QUIMPER;87474098;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Réglementé;128.9;144.0
TGV INOUI;DIJON VILLE;87713040;TOULOUSE MATABIAU;87611004;1;Tarif Normal;31.0;170.0
TGV INOUI;BREST;87474007;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Réglementé;128.9;144.0
TGV INOUI;LOURDES;87671339;TARBES;87671008;2;Tarif Normal;6.0;6.800000000000001
TGV INOUI;LA ROCHE SUR FORON;87746305;MORLAIX;87474338;2;Tarif Normal;30.0;139.0
TGV INOUI;ANGOULEME;87583005;CHATELLERAULT;87575142;2;Tarif Normal;14.0;32.0
TGV INOUI;LAVAL;87478404;GUINGAMP;87473207;2;Tarif Normal;15.0;44.0
TGV INOUI;BORDEAUX ST JEAN;87581009;BAYONNE;87673004;2;Tarif Normal;20.0;39.0
TGV INOUI;MORLAIX;87474338;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;30.0;139.0
TGV INOUI;AGEN;87586008;MACON VILLE;87725689;1;Tarif Normal;31.0;154.0
TGV INOUI;BREST;87474007;LYON PERRACHE;87722025;1;Tarif Normal;36.0;189.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20.0;74.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;LORIENT;87476002;1;Tarif Normal;36.0;205.0
TGV INOUI;ST PIERRE DES CORPS;87571240;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;181.0;181.0
TGV INOUI;GUINGAMP;87473207;LYON PART DIEU;87723197;1;Tarif Normal;31.0;171.0
TGV INOUI;TOULOUSE MATABIAU;87611004;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;40.0;50.0
TGV INOUI;GUINGAMP;87473207;ST JEAN DE MAURIENNE ARVAN;87742320;1;Tarif Normal;36.0;205.0
TGV INOUI;PAU;87672006;ORTHEZ;87672253;1;Tarif Normal;6.0;21.0
TGV INOUI;BREST;87474007;GUINGAMP;87473207;1;Tarif Normal;20.0;44.0
TGV INOUI;BIARRITZ;87673400;POITIERS;87575001;1;Tarif Normal;29.0;114.0
TGV INOUI;CHERBOURG;87444877;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Réglementé;109.2;130.0
TGV INOUI;RUFFEC CHARENTE;87583849;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;25.0;53.0
TGV INOUI;AIX LES BAINS LE REVARD;87741132;REDON;87471300;1;Tarif Normal;36.0;196.0
TGV INOUI;MONTBARD;87713131;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;86.0;86.0
TGV INOUI;BREST;87474007;PLOUARET TREGOR;87473181;1;Tarif Réglementé;29.0;29.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29.0;134.0
TGV INOUI;GUINGAMP;87473207;ANNECY;87746008;2;Tarif Normal;30.0;137.0
TGV INOUI;ARLES;87753657;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;87.3;109.0
TGV INOUI;GUINGAMP;87473207;AIME LA PLAGNE;87741769;1;Tarif Réglementé;193.0;193.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ORTHEZ;87672253;2;Tarif Normal;15.0;38.0
TGV INOUI;LA ROCHE SUR FORON;87746305;LORIENT;87476002;2;Tarif Normal;30.0;137.0
TGV INOUI;BORDEAUX ST JEAN;87581009;RUFFEC CHARENTE;87583849;2;Tarif Normal;15.0;34.0
TGV INOUI;ANGERS ST LAUD;87484006;MORLAIX;87474338;1;Tarif Normal;34.0;97.0
TGV INOUI;CARCASSONNE;87615286;NARBONNE;87781104;2;Tarif Réglementé;12.0;15.0
TGV INOUI;BREST;87474007;NANTES;87481002;2;Tarif Normal;25.0;62.0
TGV INOUI;MELUN;87682005;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31.0;168.0
TGV INOUI;RENNES;87471003;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Réglementé;183.0;183.0
TGV INOUI;NICE VILLE;87756056;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;227.0
TGV INOUI;GUINGAMP;87473207;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Normal;30.0;154.0
TGV INOUI;MOUCHARD;87718833;PARIS GARE DE LYON;87686006;1;Tarif Normal;24.0;129.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LORIENT;87476002;2;Tarif Réglementé;122.7;142.0
TGV INOUI;LYON PART DIEU;87723197;CHATELLERAULT;87575142;2;Tarif Normal;25.0;96.0
TGV INOUI;LORIENT;87476002;QUIMPER;87474098;1;Tarif Normal;12.0;28.0
TGV INOUI;CHATEAUROUX;87597005;LA SOUTERRAINE;87592378;1;Tarif Normal;10.0;30.0
TGV INOUI;BREST;87474007;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Normal;30.0;157.0
TGV INOUI;AGEN;87586008;CHALON SUR SAONE;87725002;2;Tarif Normal;25.0;109.0
TGV INOUI;ANGERS ST LAUD;87484006;AURAY;87476200;1;Tarif Normal;22.0;69.0
TGV INOUI;ANNECY;87746008;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;182.0
TGV INOUI;AIME LA PLAGNE;87741769;QUIMPER;87474098;2;Tarif Normal;30.0;157.0
TGV INOUI;CHATELLERAULT;87575142;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.0;105.0
TGV INOUI;VANNES;87476606;REDON;87471300;2;Tarif Réglementé;13.7;13.7
TGV INOUI;BORDEAUX ST JEAN;87581009;BEAUNE;87713545;2;Tarif Normal;25.0;108.0
TGV INOUI;GUINGAMP;87473207;CLUSES  74;87746370;2;Tarif Normal;30.0;154.0
TGV INOUI;LE CREUSOT MONTCEAU MONTCHANIN;87694109;SENS;87683003;1;Tarif Normal;29.0;74.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;RENNES;87471003;2;Tarif Réglementé;116.4;137.0
TGV INOUI;AGEN;87586008;BORDEAUX ST JEAN;87581009;1;Tarif Normal;14.0;49.0
TGV INOUI;BREST;87474007;LYON PART DIEU;87723197;2;Tarif Normal;30.0;137.0
TGV INOUI;LA ROCHE SUR FORON;87746305;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;165.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;VALOGNES;87447284;1;Tarif Normal;31.0;192.0
TGV INOUI;LANDRY;87741777;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;191.0;191.0
TGV INOUI;VALOGNES;87447284;BOURG ST MAURICE;87741793;1;Tarif Réglementé;178.0;178.0
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;92.0;92.0
TGV INOUI;MODANE;87742007;BREST;87474007;2;Tarif Normal;30.0;157.0
TGV INOUI;HENDAYE;87677005;BORDEAUX ST JEAN;87581009;1;Tarif Réglementé;61.0;61.0
TGV INOUI;BREST;87474007;PARIS AUSTERLITZ;87547000;1;Tarif Normal;26.0;162.0
TGV INOUI;ANGOULEME;87583005;TOULOUSE MATABIAU;87611004;1;Tarif Normal;24.0;100.0
TGV INOUI;LORIENT;87476002;QUIMPER;87474098;1;Tarif Réglementé;23.0;23.0
TGV INOUI;ARCACHON;87582668;CHATELLERAULT;87575142;2;Tarif Normal;20.0;52.0
TGV INOUI;BREST;87474007;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Réglementé;205.0;205.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;SENS;87683003;1;Tarif Normal;24.0;119.0
TGV INOUI;LORIENT;87476002;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;36.0;205.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ARCACHON;87582668;1;Tarif Normal;20.0;25.5
TGV INOUI;QUIMPERLE;87476317;LORIENT;87476002;2;Tarif Réglementé;6.3;6.3
TGV INOUI;DAX;87673202;BIARRITZ;87673400;1;Tarif Réglementé;22.0;22.0
TGV INOUI;REDON;87471300;AURAY;87476200;2;Tarif Normal;12.0;18.0
TGV INOUI;DIJON VILLE;87713040;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20.0;101.0
TGV INOUI;BREST;87474007;ST MICHEL VALLOIRE;87742361;2;Tarif Réglementé;128.9;144.0
TGV INOUI;DIJON VILLE;87713040;PARIS GARE DE LYON;87686006;1;Tarif Normal;19.0;109.0
TGV INOUI;LORIENT;87476002;AIME LA PLAGNE;87741769;2;Tarif Normal;30.0;154.0
TGV INOUI;MACON VILLE;87725689;PARIS GARE DE LYON;87686006;1;Tarif Normal;24.0;142.0
TGV INOUI;BREST;87474007;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Normal;30.0;157.0
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;20.0;73.0
TGV INOUI;VALOGNES;87447284;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Réglementé;109.2;130.0
TGV INOUI;PARIS GARE DE LYON;87686006;AIX LES BAINS LE REVARD;87741132;1;Tarif Réglementé;150.0;150.0
TGV INOUI;LORIENT;87476002;BOURG ST MAURICE;87741793;2;Tarif Normal;30.0;154.0
TGV INOUI;BIARRITZ;87673400;BORDEAUX ST JEAN;87581009;1;Tarif Normal;22.0;63.0
TGV INOUI;ST AVRE LA CHAMBRE;87741306;VANNES;87476606;2;Tarif Réglementé;122.7;142.0
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;17.0;68.0
TGV INOUI;BREST;87474007;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Normal;30.0;165.0
TGV INOUI;MODANE;87742007;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;90.4;117.0
TGV INOUI;SALLANCHES COMBLOUX MEGEVE;87746438;AURAY;87476200;1;Tarif Normal;36.0;205.0
TGV INOUI;ORTHEZ;87672253;LIBOURNE;87584052;2;Tarif Normal;20.0;40.0
TGV INOUI;QUIMPERLE;87476317;QUIMPER;87474098;2;Tarif Normal;9.0;13.3
TGV INOUI;CLUSES  74;87746370;PARIS GARE DE LYON;87686006;2;Tarif Normal;25.0;134.0
TGV INOUI;BREST;87474007;MORLAIX;87474338;2;Tarif Normal;10.0;15.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;NARBONNE;87781104;1;Tarif Normal;22.0;61.0
TGV INOUI;CLUSES  74;87746370;QUIMPER;87474098;1;Tarif Normal;36.0;220.0
TGV INOUI;HENDAYE;87677005;LIBOURNE;87584052;2;Tarif Normal;20.0;45.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MORLAIX;87474338;2;Tarif Réglementé;128.9;144.0
TGV INOUI;CASTELNAUDARY;87615039;NIMES - MANDUEL;87688762;1;Tarif Normal;22.0;71.0
TGV INOUI;DOL DE BRETAGNE;87478073;VITRE;87471508;1;Tarif Réglementé;31.0;31.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CARCASSONNE;87615286;2;Tarif Normal;20.0;54.0
TGV INOUI;QUIMPERLE;87476317;PARIS AUSTERLITZ;87547000;1;Tarif Normal;26.0;167.0
TGV INOUI;LOURDES;87671339;TARBES;87671008;2;Tarif Réglementé;6.6;6.6
TGV INOUI;PARIS AUSTERLITZ;87547000;VITRE;87471508;1;Tarif Normal;19.0;133.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;SETE;87773200;2;Tarif Normal;8.0;8.8
TGV INOUI;LAMBALLE;87473108;LANDERNEAU;87474239;2;Tarif Normal;26.0;33.0
TGV INOUI;LE CREUSOT MONTCEAU MONTCHANIN;87694109;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;19.0;77.0
TGV INOUI;CLUSES  74;87746370;AURAY;87476200;2;Tarif Réglementé;122.7;142.0
TGV INOUI;ANGOULEME;87583005;LA TESTE;87582643;2;Tarif Réglementé;37.4;40.0
TGV INOUI;QUIMPERLE;87476317;QUIMPER;87474098;1;Tarif Réglementé;18.5;18.5
TGV INOUI;PARIS GARE DE LYON;87686006;AIME LA PLAGNE;87741769;1;Tarif Réglementé;193.0;193.0
