Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;PARIS NORD;87271007;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31.0;163.0
TGV INOUI;METZ VILLE;87192039;CHALON SUR SAONE;87725002;1;Tarif Normal;29.0;94.0
TGV INOUI;LILLE EUROPE;87223263;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;11.0;24.5
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST PIERRE DES CORPS;87571240;2;Tarif Normal;15.0;71.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;MONTBELIARD;87184523;1;Tarif Normal;31.0;141.0
TGV INOUI;LILLE EUROPE;87223263;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;15.0;68.0
TGV INOUI;LILLE FLANDRES;87286005;PARIS GARE DE LYON;87686006;1;Tarif Normal;17.0;93.0
TGV INOUI;RENNES;87471003;SAVERNE;87212225;2;Tarif Normal;30.0;156.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Réglementé;179.0;179.0
TGV INOUI;LILLE FLANDRES;87286005;FUTUROSCOPE;87324095;2;Tarif Normal;25.0;109.0
TGV INOUI;STRASBOURG;87212027;MASSY TGV;87393702;2;Tarif Réglementé;88.4;111.0
TGV INOUI;LILLE EUROPE;87223263;ST BRIEUC;87473009;2;Tarif Normal;30.0;119.0
TGV INOUI;LILLE FLANDRES;87286005;BELLEGARDE;87745000;2;Tarif Normal;25.0;133.0
TGV INOUI;STRASBOURG;87212027;RENNES;87471003;2;Tarif Normal;30.0;153.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;THONON LES BAINS;87745646;2;Tarif Normal;25.0;121.0
TGV INOUI;PARIS NORD;87271007;EVIAN LES BAINS;87745679;1;Tarif Normal;31.0;192.0
TGV INOUI;AVIGNON TGV;87318964;SELESTAT;87214056;2;Tarif Normal;20.0;114.0
TGV INOUI;ANTIBES;87757674;SELESTAT;87214056;1;Tarif Normal;31.0;200.0
TGV INOUI;LILLE FLANDRES;87286005;NICE VILLE;87756056;2;Tarif Normal;30.0;139.0
TGV INOUI;COLMAR;87182014;NICE VILLE;87756056;1;Tarif Réglementé;197.0;197.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;SAVENAY;87481838;1;Tarif Normal;29.0;144.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20.0;124.0
TGV INOUI;METZ VILLE;87192039;THIONVILLE;87191007;2;Tarif Réglementé;8.5;8.5
TGV INOUI;LILLE EUROPE;87223263;LA ROCHELLE VILLE;87485003;2;Tarif Normal;25.0;126.0
TGV INOUI;LILLE FLANDRES;87286005;VIERZON VILLE;87576009;1;Tarif Normal;29.0;130.0
TGV INOUI;METZ VILLE;87192039;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;29.0;128.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24.0;135.0
TGV INOUI;LILLE FLANDRES;87286005;ALBERTVILLE;87741645;2;Tarif Normal;25.0;143.0
TGV INOUI;DIJON VILLE;87713040;STRASBOURG;87212027;1;Tarif Normal;24.0;88.0
TGV INOUI;LILLE EUROPE;87223263;VANNES;87476606;2;Tarif Normal;25.0;121.0
TGV INOUI;NIMES;87775007;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;164.0;164.0
TGV INOUI;MASSY TGV;87393702;LILLE EUROPE;87223263;1;Tarif Normal;17.0;93.0
TGV INOUI;CASTELNAUDARY;87615039;LILLE EUROPE;87223263;2;Tarif Normal;30.0;139.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NIMES - MANDUEL;87688762;2;Tarif Normal;25.0;129.0
TGV INOUI;STRASBOURG;87212027;MANTES LA JOLIE TGV;87514596;1;Tarif Normal;29.0;152.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LILLE EUROPE;87223263;2;Tarif Normal;45.0;147.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;VIERZON VILLE;87576009;2;Tarif Normal;20.0;64.0
TGV INOUI;LE MANS;87396002;LILLE EUROPE;87223263;1;Tarif Normal;29.0;134.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NARBONNE;87781104;2;Tarif Réglementé;101.9;120.0
TGV INOUI;LILLE FLANDRES;87286005;TOURS;87571000;1;Tarif Normal;45.0;148.0
TGV INOUI;STRASBOURG;87212027;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Normal;25.0;107.0
TGV INOUI;DUNKERQUE;87281006;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;31.0;184.0
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;125.8;144.0
TGV INOUI;PARIS NORD;87271007;SARREBOURG;87215012;1;Tarif Réglementé;133.0;133.0
TGV INOUI;HAZEBROUCK;87286302;PARIS NORD;87271007;2;Tarif Réglementé;45.7;62.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;BEAUNE;87713545;2;Tarif Normal;15.0;55.0
TGV INOUI;JUVISY;87545244;LILLE EUROPE;87223263;2;Tarif Normal;15.0;63.0
TGV INOUI;TOURS;87571000;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;17.0;104.0
TGV INOUI;PARIS NORD;87271007;TOULON;87755009;1;Tarif Normal;31.0;209.0
TGV INOUI;COLMAR;87182014;AVIGNON CENTRE;87765008;1;Tarif Normal;26.0;163.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NIMES PONT DU GARD;87703975;2;Tarif Normal;25.0;129.0
TGV INOUI;PARIS GARE DE LYON;87686006;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;139.0;139.0
TGV INOUI;STRASBOURG;87212027;RENNES;87471003;1;Tarif Normal;36.0;223.0
TGV INOUI;LILLE EUROPE;87223263;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;31.0;193.0
TGV INOUI;MASSY TGV;87393702;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;50.0;50.0
TGV INOUI;LILLE FLANDRES;87286005;MULHOUSE VILLE;87182063;2;Tarif Normal;25.0;140.0
TGV INOUI;ROUBAIX;87286732;PARIS NORD;87271007;1;Tarif Normal;17.0;93.0
TGV INOUI;NIMES;87775007;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;86.3;109.0
TGV INOUI;FORBACH;87193003;PARIS NORD;87271007;2;Tarif Réglementé;74.0;74.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NARBONNE;87781104;1;Tarif Normal;31.0;192.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ANTIBES;87757674;2;Tarif Réglementé;119.6;144.0
TGV INOUI;PARIS NORD;87271007;SARREBOURG;87215012;2;Tarif Normal;25.0;92.0
TGV INOUI;LYON PERRACHE;87722025;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;78.0;100.0
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;7.0;24.5
TGV INOUI;MULHOUSE VILLE;87182063;AVIGNON TGV;87318964;2;Tarif Réglementé;95.6;118.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;31.0;177.0
TGV INOUI;LILLE FLANDRES;87286005;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;31.0;166.0
TGV INOUI;STRASBOURG;87212027;NIMES PONT DU GARD;87703975;1;Tarif Normal;31.0;170.0
TGV INOUI;BETHUNE;87342006;ST OMER;87281444;2;Tarif Normal;6.0;13.600000000000001
TGV INOUI;LILLE FLANDRES;87286005;LIBOURNE;87584052;2;Tarif Normal;25.0;134.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;SAVERNE;87212225;1;Tarif Normal;29.0;144.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;AIME LA PLAGNE;87741769;2;Tarif Normal;25.0;133.0
TGV INOUI;LILLE FLANDRES;87286005;NARBONNE;87781104;2;Tarif Normal;30.0;153.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;LILLE EUROPE;87223263;2;Tarif Normal;30.0;125.0
TGV INOUI;DUNKERQUE;87281006;ANNECY;87746008;1;Tarif Normal;31.0;175.0
TGV INOUI;AVIGNON CENTRE;87765008;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;37.0;95.0
TGV INOUI;STRASBOURG;87212027;NICE VILLE;87756056;1;Tarif Réglementé;197.0;197.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;POITIERS;87575001;1;Tarif Réglementé;115.0;115.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;NIMES - MANDUEL;87688762;1;Tarif Normal;26.0;175.0
TGV INOUI;ETAPLES LE TOUQUET;87317065;LILLE EUROPE;87223263;1;Tarif Réglementé;36.0;36.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;SAVENAY;87481838;2;Tarif Normal;25.0;91.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26.0;167.0
TGV INOUI;COLMAR;87182014;LONS LE SAUNIER;87718239;1;Tarif Normal;17.0;82.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LILLE EUROPE;87223263;1;Tarif Normal;31.0;193.0
TGV INOUI;LILLE FLANDRES;87286005;LA ROCHE SUR FORON;87746305;2;Tarif Normal;25.0;127.0
TGV INOUI;METZ VILLE;87192039;STRASBOURG;87212027;1;Tarif Normal;17.0;65.0
TGV INOUI;LYON PERRACHE;87722025;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;146.0;146.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;LONS LE SAUNIER;87718239;2;Tarif Normal;15.0;42.0
TGV INOUI;COLMAR;87182014;LYON PART DIEU;87723197;2;Tarif Normal;20.0;92.0
TGV INOUI;BEZIERS;87781005;PARIS NORD;87271007;1;Tarif Normal;31.0;192.0
TGV INOUI;LILLE FLANDRES;87286005;LIMOGES BENEDICTINS;87592006;1;Tarif Normal;36.0;164.0
TGV INOUI;LE MANS;87396002;LILLE EUROPE;87223263;2;Tarif Normal;25.0;101.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;LIBOURNE;87584052;2;Tarif Normal;20.0;110.0
TGV INOUI;DIJON VILLE;87713040;BESANCON - F COMTE TGV;87300863;1;Tarif Réglementé;22.0;22.0
TGV INOUI;MACON VILLE;87725689;MONTBELIARD;87184523;1;Tarif Normal;24.0;67.0
TGV INOUI;DUNKERQUE;87281006;ARRAS;87342014;2;Tarif Normal;11.0;25.5
TGV INOUI;PARIS GARE DE LYON;87686006;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;24.0;150.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;SAVERNE;87212225;1;Tarif Normal;31.0;176.0
TGV INOUI;LILLE EUROPE;87223263;AGDE;87781278;2;Tarif Normal;30.0;153.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;PERPIGNAN;87784009;1;Tarif Normal;31.0;208.0
TGV INOUI;LE CROISIC;87481788;LILLE EUROPE;87223263;2;Tarif Normal;25.0;111.0
TGV INOUI;LILLE EUROPE;87223263;AURAY;87476200;2;Tarif Normal;25.0;122.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;ST RAPHAEL VALESCURE;87757526;2;Tarif Réglementé;101.9;128.0
TGV INOUI;POITIERS;87575001;SAVERNE;87212225;2;Tarif Normal;30.0;137.0
TGV INOUI;PARIS NORD;87271007;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;31.0;216.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26.0;168.0
TGV INOUI;METZ VILLE;87192039;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;25.0;135.0
TGV INOUI;DUNKERQUE;87281006;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;31.0;175.0
TGV INOUI;LILLE FLANDRES;87286005;AIME LA PLAGNE;87741769;2;Tarif Normal;25.0;143.0
TGV INOUI;STRASBOURG;87212027;MACON VILLE;87725689;2;Tarif Normal;20.0;85.0
TGV INOUI;GUINGAMP;87473207;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;20.0;109.0
TGV INOUI;LYON PERRACHE;87722025;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;55.1;69.0
TGV INOUI;STRASBOURG;87212027;CANNES;87757625;1;Tarif Réglementé;197.0;197.0
TGV INOUI;LILLE FLANDRES;87286005;MODANE;87742007;2;Tarif Réglementé;110.2;132.0
TGV INOUI;DUNKERQUE;87281006;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;31.0;175.0
TGV INOUI;LILLE EUROPE;87223263;ARRAS;87342014;1;Tarif Réglementé;17.0;17.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31.0;175.0
TGV INOUI;BESANCON VIOTTE;87718007;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;24.0;135.0
TGV INOUI;DUNKERQUE;87281006;LILLE EUROPE;87223263;1;Tarif Réglementé;23.0;23.0
TGV INOUI;BOULOGNE VILLE;87317586;CALAIS FRETHUN;87281071;2;Tarif Normal;7.0;7.5
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;30.0;65.0
TGV INOUI;METZ VILLE;87192039;AVIGNON CENTRE;87765008;2;Tarif Normal;20.0;116.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Réglementé;63.4;85.0
TGV INOUI;AIME LA PLAGNE;87741769;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31.0;121.0
TGV INOUI;METZ VILLE;87192039;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;25.0;135.0
TGV INOUI;RANG DU FLIERS VERTON;87317057;PARIS NORD;87271007;2;Tarif Normal;15.0;71.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;TOULON;87755009;2;Tarif Normal;25.0;149.0
TGV INOUI;LILLE EUROPE;87223263;SAVERNE;87212225;1;Tarif Normal;31.0;155.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;TOULON;87755009;2;Tarif Normal;25.0;136.0
TGV INOUI;LANDRY;87741777;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;134.0
TGV INOUI;COLMAR;87182014;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;138.0;138.0
TGV INOUI;AVIGNON CENTRE;87765008;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;25.0;118.0
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;1;Tarif Réglementé;173.0;173.0
TGV INOUI;RIVES;87747246;LILLE EUROPE;87223263;2;Tarif Normal;48.0;118.0
TGV INOUI;ETAPLES LE TOUQUET;87317065;PARIS NORD;87271007;2;Tarif Réglementé;48.8;68.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;CHALON SUR SAONE;87725002;2;Tarif Normal;13.0;32.0
TGV INOUI;LILLE FLANDRES;87286005;STRASBOURG;87212027;1;Tarif Normal;31.0;164.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;VIERZON VILLE;87576009;1;Tarif Normal;22.0;86.0
TGV INOUI;LILLE FLANDRES;87286005;CALAIS VILLE;87317263;1;Tarif Normal;30.0;37.0
TGV INOUI;MULHOUSE VILLE;87182063;LYON PART DIEU;87723197;1;Tarif Réglementé;108.0;108.0
TGV INOUI;ETAPLES LE TOUQUET;87317065;CALAIS FRETHUN;87281071;2;Tarif Normal;11.0;11.9
TGV INOUI;ANNEMASSE;87745497;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;168.0;168.0
TGV INOUI;DIJON VILLE;87713040;METZ VILLE;87192039;2;Tarif Réglementé;50.9;66.0
TGV INOUI;LILLE EUROPE;87223263;REDON;87471300;1;Tarif Normal;31.0;152.0
TGV INOUI;BREST;87474007;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;120.0
TGV INOUI;DUNKERQUE;87281006;LILLE EUROPE;87223263;2;Tarif Normal;17.0;18.0
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;2;Tarif Normal;25.0;111.0
TGV INOUI;DIJON VILLE;87713040;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;23.0;40.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;LILLE EUROPE;87223263;2;Tarif Normal;25.0;111.0
TGV INOUI;LILLE EUROPE;87223263;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;198.0;198.0
TGV INOUI;GRENOBLE;87747006;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;123.0
TGV INOUI;LILLE EUROPE;87223263;NANTES;87481002;1;Tarif Réglementé;147.0;147.0
TGV INOUI;MODANE;87742007;PARIS NORD;87271007;1;Tarif Normal;31.0;195.0
TGV INOUI;TOURCOING;87286542;ROUBAIX;87286732;1;Tarif Normal;4.0;8.0
TGV INOUI;QUIMPERLE;87476317;LILLE EUROPE;87223263;2;Tarif Normal;25.0;131.0
TGV INOUI;LILLE FLANDRES;87286005;LA SOUTERRAINE;87592378;2;Tarif Normal;25.0;117.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;51.0;51.0
TGV INOUI;NIMES;87775007;THIONVILLE;87191007;2;Tarif Réglementé;108.1;132.0
TGV INOUI;LILLE FLANDRES;87286005;CHATEAUROUX;87597005;1;Tarif Normal;31.0;146.0
TGV INOUI;MORLAIX;87474338;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;120.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;LILLE EUROPE;87223263;2;Tarif Normal;25.0;101.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;PARIS NORD;87271007;1;Tarif Normal;31.0;179.0
TGV INOUI;PERPIGNAN;87784009;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;131.0;144.0
TGV INOUI;DUNKERQUE;87281006;LILLE EUROPE;87223263;2;Tarif Réglementé;17.7;17.7
TGV INOUI;LE TEIL;87764472;PARIS NORD;87271007;2;Tarif Normal;25.0;105.0
TGV INOUI;LAMBALLE;87473108;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;120.0
TGV INOUI;LILLE EUROPE;87223263;ROSPORDEN;87474155;2;Tarif Normal;25.0;135.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;BOURG ST MAURICE;87741793;2;Tarif Réglementé;95.6;122.0
TGV INOUI;LILLE FLANDRES;87286005;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;11.0;24.5
TGV INOUI;LILLE EUROPE;87223263;MORLAIX;87474338;1;Tarif Normal;31.0;167.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;31.0;216.0
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;77.0;77.0
TGV INOUI;NICE VILLE;87756056;SELESTAT;87214056;2;Tarif Normal;25.0;143.0
TGV INOUI;LILLE FLANDRES;87286005;LYON PART DIEU;87723197;2;Tarif Normal;30.0;128.0
TGV INOUI;PORNICHET;87481747;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;40.0;98.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;LILLE EUROPE;87223263;2;Tarif Réglementé;100.8;120.0
TGV INOUI;CANNES;87757625;PARIS NORD;87271007;2;Tarif Normal;25.0;149.0
TGV INOUI;LILLE FLANDRES;87286005;BOULOGNE VILLE;87317586;1;Tarif Normal;36.0;43.0
TGV INOUI;STRASBOURG;87212027;AIX EN PROVENCE TGV;87319012;2;Tarif Normal;20.0;135.0
TGV INOUI;PARIS NORD;87271007;ARRAS;87342014;1;Tarif Normal;17.0;69.0
TGV INOUI;LILLE FLANDRES;87286005;DOUAI;87345009;2;Tarif Normal;9.0;9.8
TGV INOUI;STRASBOURG;87212027;ARRAS;87342014;1;Tarif Réglementé;158.0;158.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;EVIAN LES BAINS;87745679;2;Tarif Normal;25.0;121.0
TGV INOUI;DIJON VILLE;87713040;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;34.0;70.0
TGV INOUI;LILLE EUROPE;87223263;FUTUROSCOPE;87324095;1;Tarif Normal;31.0;150.0
TGV INOUI;LILLE EUROPE;87223263;ANNEMASSE;87745497;1;Tarif Normal;31.0;193.0
TGV INOUI;LORIENT;87476002;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;106.0
TGV INOUI;LILLE EUROPE;87223263;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;83.0;83.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NARBONNE;87781104;1;Tarif Réglementé;178.0;178.0
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;46.8;57.0
TGV INOUI;CALAIS VILLE;87317263;LILLE EUROPE;87223263;1;Tarif Normal;30.0;37.0
TGV INOUI;LILLE FLANDRES;87286005;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31.0;179.0
TGV INOUI;LE CROISIC;87481788;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25.0;98.0
TGV INOUI;LILLE EUROPE;87223263;MARMANDE;87586545;2;Tarif Normal;30.0;139.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;150.0;150.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31.0;180.0
TGV INOUI;STRASBOURG;87212027;ANGOULEME;87583005;2;Tarif Réglementé;138.3;144.0
TGV INOUI;LILLE EUROPE;87223263;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;30.0;153.0
TGV INOUI;LILLE FLANDRES;87286005;NANTES;87481002;1;Tarif Réglementé;147.0;147.0
TGV INOUI;LILLE EUROPE;87223263;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;46.8;67.0
TGV INOUI;TOURCOING;87286542;CROIX WASQUEHAL;87286716;2;Tarif Normal;2.0;2.9000000000000004
TGV INOUI;BOURG ST MAURICE;87741793;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;99.8;123.0
TGV INOUI;JUVISY TGV;87496695;LILLE EUROPE;87223263;1;Tarif Normal;17.0;89.0
TGV INOUI;LES AUBRAIS;87543017;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;11.0;48.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;24.0;125.0
TGV INOUI;LILLE EUROPE;87223263;CALAIS FRETHUN;87281071;1;Tarif Normal;28.0;37.0
TGV INOUI;LILLE EUROPE;87223263;SETE;87773200;2;Tarif Normal;30.0;153.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;NIMES PONT DU GARD;87703975;1;Tarif Normal;26.0;173.0
TGV INOUI;GRENOBLE;87747006;LILLE EUROPE;87223263;1;Tarif Normal;31.0;184.0
TGV INOUI;LILLE FLANDRES;87286005;BRIVE LA GAILLARDE;87594002;2;Tarif Normal;30.0;134.0
TGV INOUI;HENDAYE;87677005;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30.0;139.0
TGV INOUI;LILLE EUROPE;87223263;ST MALO;87478107;1;Tarif Normal;31.0;162.0
TGV INOUI;LILLE EUROPE;87223263;LA ROCHE SUR FORON;87746305;2;Tarif Normal;25.0;127.0
TGV INOUI;LANDRY;87741777;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31.0;180.0
TGV INOUI;LILLE EUROPE;87223263;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Réglementé;180.0;180.0
TGV INOUI;BESANCON VIOTTE;87718007;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;12.0;26.5
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;187.0;187.0
TGV INOUI;STRASBOURG;87212027;NICE VILLE;87756056;2;Tarif Réglementé;119.6;144.0
TGV INOUI;LILLE EUROPE;87223263;AGDE;87781278;2;Tarif Réglementé;131.0;144.0
TGV INOUI;LILLE FLANDRES;87286005;POITIERS;87575001;1;Tarif Normal;31.0;164.0
TGV INOUI;LILLE EUROPE;87223263;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;36.0;175.0
TGV INOUI;TOURCOING;87286542;ROUBAIX;87286732;2;Tarif Normal;1.0;1.6
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;116.4;141.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;MONTBELIARD;87184523;1;Tarif Normal;31.0;141.0
TGV INOUI;LILLE FLANDRES;87286005;NIMES;87775007;1;Tarif Normal;36.0;213.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ANTIBES;87757674;1;Tarif Réglementé;197.0;197.0
TGV INOUI;STRASBOURG;87212027;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;183.0;183.0
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS NORD;87271007;2;Tarif Normal;15.0;68.0
TGV INOUI;LILLE FLANDRES;87286005;NIORT;87485300;1;Tarif Normal;31.0;164.0
TGV INOUI;CHATEAUROUX;87597005;LILLE EUROPE;87223263;1;Tarif Normal;31.0;146.0
TGV INOUI;PARIS NORD;87271007;NARBONNE;87781104;1;Tarif Normal;31.0;192.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29.0;139.0
TGV INOUI;LILLE EUROPE;87223263;ECOLE VALENTIN;87710731;1;Tarif Normal;54.0;162.0
TGV INOUI;ETAPLES LE TOUQUET;87317065;PARIS NORD;87271007;1;Tarif Normal;19.0;97.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;CHALON SUR SAONE;87725002;1;Tarif Normal;17.0;74.0
TGV INOUI;LILLE EUROPE;87223263;REDON;87471300;2;Tarif Normal;25.0;113.0
TGV INOUI;CONFLANS FIN D'OISE;87381459;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;15.0;35.0
TGV INOUI;LANDRY;87741777;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20.0;78.0
TGV INOUI;STRASBOURG;87212027;SAVERNE;87212225;2;Tarif Normal;5.0;11.9
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;31.0;216.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;76.9;92.0
